filename,cate,rules,description,problem_cnt,FP,XML_Path
ClassWithOnlyPrivateConstructorsShouldBeFinal2.java,design,ClassWithOnlyPrivateConstructorsShouldBeFinal,"one public constructor, not required to be final",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ClassWithOnlyPrivateConstructorsShouldBeFinal.xml
ClassWithOnlyPrivateConstructorsShouldBeFinal3.java,design,ClassWithOnlyPrivateConstructorsShouldBeFinal,"ok, subclass using the private constructor",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ClassWithOnlyPrivateConstructorsShouldBeFinal.xml
ClassWithOnlyPrivateConstructorsShouldBeFinal4.java,design,ClassWithOnlyPrivateConstructorsShouldBeFinal,"ok, subclass using the private constructor of another subclass",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ClassWithOnlyPrivateConstructorsShouldBeFinal.xml
ClassWithOnlyPrivateConstructorsShouldBeFinal5.java,design,ClassWithOnlyPrivateConstructorsShouldBeFinal,"ok, two classes",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ClassWithOnlyPrivateConstructorsShouldBeFinal.xml
ClassWithOnlyPrivateConstructorsShouldBeFinal6.java,design,ClassWithOnlyPrivateConstructorsShouldBeFinal,"one protected constructor, not required to be final",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ClassWithOnlyPrivateConstructorsShouldBeFinal.xml
ClassWithOnlyPrivateConstructorsShouldBeFinal7.java,design,ClassWithOnlyPrivateConstructorsShouldBeFinal,"one package private constructor, not required to be final",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ClassWithOnlyPrivateConstructorsShouldBeFinal.xml
ClassWithOnlyPrivateConstructorsShouldBeFinal8.java,design,ClassWithOnlyPrivateConstructorsShouldBeFinal,private abstract classes with abstract methods should be ignored #3668,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ClassWithOnlyPrivateConstructorsShouldBeFinal.xml
ClassWithOnlyPrivateConstructorsShouldBeFinal9.java,design,ClassWithOnlyPrivateConstructorsShouldBeFinal,private abstract classes without abstract methods but with subclasses should be ignored #3668,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ClassWithOnlyPrivateConstructorsShouldBeFinal.xml
ClassWithOnlyPrivateConstructorsShouldBeFinal10.java,design,ClassWithOnlyPrivateConstructorsShouldBeFinal,private abstract classes without abstract methods and subclasses #3668,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ClassWithOnlyPrivateConstructorsShouldBeFinal.xml
CyclomaticComplexity0.java,design,CyclomaticComplexity,simple method,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/CyclomaticComplexity.xml
CyclomaticComplexity1.java,design,CyclomaticComplexity,testlesscomplicatedthanreportlevel,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/CyclomaticComplexity.xml
CyclomaticComplexity4.java,design,CyclomaticComplexity,constructor,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/CyclomaticComplexity.xml
CyclomaticComplexity9.java,design,CyclomaticComplexity,#985 suppressed methods shouldn't affect avg cyclomaticcomplexity,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/CyclomaticComplexity.xml
DoNotExtendJavaLangError0.java,design,DoNotExtendJavaLangError,extends with fully qualified name,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/DoNotExtendJavaLangError.xml
DoNotExtendJavaLangError1.java,design,DoNotExtendJavaLangError,extends with implicit import,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/DoNotExtendJavaLangError.xml
DoNotExtendJavaLangError2.java,design,DoNotExtendJavaLangError,extends something else,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/DoNotExtendJavaLangError.xml
DoNotExtendJavaLangError3.java,design,DoNotExtendJavaLangError,extends name error,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/DoNotExtendJavaLangError.xml
SingularField0.java,design,SingularField,failure case,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField1.java,design,SingularField,"ok, used for control flow",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField2.java,design,SingularField,ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField3.java,design,SingularField,second method uses 'this',0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField4.java,design,SingularField,skip publics,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField5.java,design,SingularField,skip statics,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField6.java,design,SingularField,unused fields shouldn't show up,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField7.java,design,SingularField,inner class,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField8.java,design,SingularField,initialized in constructor,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField9.java,design,SingularField,ok case with object,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField10.java,design,SingularField,"ok, shouldn't catch unused variable",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField11.java,design,SingularField,ok case with self-instantiation,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField12.java,design,SingularField,reuse variable name as params in method calls,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField13.java,design,SingularField,"ok, instantiates own self internally",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField14.java,design,SingularField,"ok, variable accessed twice in same method",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField15.java,design,SingularField,"failure, static",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField16.java,design,SingularField,"failure, second method re-uses class level name",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField17.java,design,SingularField,initialized in static initialization block,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField18.java,design,SingularField,"1409944, fields used to synchronize should not trigger",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField19.java,design,SingularField,"1409944, fields not used to synchronize should trigger",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField20.java,design,SingularField,"1409944, field is used to change the flow of different calls",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField21.java,design,SingularField,"ok, used in outer class",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField22.java,design,SingularField,"not ok, since inner classes are checked",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField23.java,design,SingularField,"not ok, violation with first usage = non-assignment",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField24.java,design,SingularField,"ok, field used to aggregate values",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField25.java,design,SingularField,"ok, setting values",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField26.java,design,SingularField,multiple fields on same line,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField27.java,design,SingularField,field in inner class,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField28.java,design,SingularField,bug 3574133 - false + with enums,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField29.java,design,SingularField,#1307 false positive: singularfield and lambda-expression,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField30.java,design,SingularField,#1494 [java] singularfield: lombok.data false positive - part1,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField31.java,design,SingularField,#1494 [java] singularfield: lombok.data false positive - part2,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField32.java,design,SingularField,[java] singularfield: lombok false positive with inner class and annotated outer class,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField33.java,design,SingularField,[java] singularfield: lombok false positive with annotated inner class,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField34.java,design,SingularField,#177 [java] singularfield with lambdas as final fields,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField35.java,design,SingularField,#527 [java] lombok getter annotation on enum is not recognized correctly,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField36.java,design,SingularField,#1056 [java] property ignoredannotations does not work for singularfield and immutablefield,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField37.java,design,SingularField,#1703 singularfield: false-positive with @delegate,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField38.java,design,SingularField,#2673 singularfield false positive with lombok annotation equalsandhashcode,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField39.java,design,SingularField,#3006 [java] npe in singularfieldrule with concise resource syntax,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField40.java,design,SingularField,#3006 [java] npe in singularfieldrule with concise resource syntax (disallownotassignment),0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField41.java,design,SingularField,#3303 [java] npe exception applying rule singularfield on file,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SingularField42.java,design,SingularField,failure case with anonymous class,4,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SingularField.xml
SimplifiedTernary0.java,design,SimplifiedTernary,condition ? true : foo,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifiedTernary.xml
SimplifiedTernary1.java,design,SimplifiedTernary,condition ? false : foo,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifiedTernary.xml
SimplifiedTernary2.java,design,SimplifiedTernary,condition ? foo : true,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifiedTernary.xml
SimplifiedTernary3.java,design,SimplifiedTernary,condition ? foo : false,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifiedTernary.xml
SimplifiedTernary4.java,design,SimplifiedTernary,condition ? true : false,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifiedTernary.xml
SimplifiedTernary5.java,design,SimplifiedTernary,#1424 false positive with ternary operator,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifiedTernary.xml
SimplifiedTernary6.java,design,SimplifiedTernary,#232 false positive with ternary operator using nullables,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifiedTernary.xml
SimplifyBooleanReturns0.java,design,SimplifyBooleanReturns,"1, bad",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifyBooleanReturns.xml
SimplifyBooleanReturns1.java,design,SimplifyBooleanReturns,"2, bad",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifyBooleanReturns.xml
SimplifyBooleanReturns2.java,design,SimplifyBooleanReturns,"3, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifyBooleanReturns.xml
SimplifyBooleanReturns3.java,design,SimplifyBooleanReturns,"4, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifyBooleanReturns.xml
SimplifyBooleanReturns4.java,design,SimplifyBooleanReturns,#1320 enhance simplifybooleanreturns checks,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifyBooleanReturns.xml
SimplifyBooleanReturns5.java,design,SimplifyBooleanReturns,#1320 enhance simplifybooleanreturns checks - case 2 without block,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifyBooleanReturns.xml
SwitchDensity0.java,design,SwitchDensity,"five stmts in one switch case, should be flagged",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SwitchDensity.xml
SwitchDensity1.java,design,SwitchDensity,"one stmt in one switch case, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SwitchDensity.xml
SwitchDensity2.java,design,SwitchDensity,"five stmts, 5 cases, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SwitchDensity.xml
UseObjectForClearerAPI0.java,design,UseObjectForClearerAPI,no issues here,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/UseObjectForClearerAPI.xml
UseObjectForClearerAPI1.java,design,UseObjectForClearerAPI,public method with 4 string parameters,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/UseObjectForClearerAPI.xml
UseObjectForClearerAPI2.java,design,UseObjectForClearerAPI,non-public methods should not have findings,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/UseObjectForClearerAPI.xml
UseObjectForClearerAPI3.java,design,UseObjectForClearerAPI,string[] should not be treated as string,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/UseObjectForClearerAPI.xml
CouplingBetweenObjects0.java,design,CouplingBetweenObjects,lots of coupling,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/CouplingBetweenObjects.xml
CouplingBetweenObjects1.java,design,CouplingBetweenObjects,no coupling,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/CouplingBetweenObjects.xml
CouplingBetweenObjects2.java,design,CouplingBetweenObjects,skip interfaces,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/CouplingBetweenObjects.xml
CouplingBetweenObjects3.java,design,CouplingBetweenObjects,lots of coupling in inner class in interfaces,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/CouplingBetweenObjects.xml
LoosePackageCoupling12.java,design,LoosePackageCoupling,bug fix: annotation before package,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/LoosePackageCoupling.xml
NPathComplexity1.java,design,NPathComplexity,test default report level - report 200,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/NPathComplexity.xml
NPathComplexity2.java,design,NPathComplexity,test default report level - ignore 199,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/NPathComplexity.xml
NPathComplexity3.java,design,NPathComplexity,boolean operators,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/NPathComplexity.xml
NPathComplexity5.java,design,NPathComplexity,npath supports constructors,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/NPathComplexity.xml
NPathComplexity6.java,design,NPathComplexity,backwards compatibility with minimum property,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/NPathComplexity.xml
NPathComplexity7.java,design,NPathComplexity,switch arrow branch (#2625),0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/NPathComplexity.xml
NPathComplexity8.java,design,NPathComplexity,switch expressions (#2625),0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/NPathComplexity.xml
SimplifyBooleanExpressions0.java,design,SimplifyBooleanExpressions,in field assignment,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifyBooleanExpressions.xml
SimplifyBooleanExpressions1.java,design,SimplifyBooleanExpressions,in method body,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifyBooleanExpressions.xml
SimplifyBooleanExpressions2.java,design,SimplifyBooleanExpressions,ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifyBooleanExpressions.xml
SimplifyBooleanExpressions3.java,design,SimplifyBooleanExpressions,two cases in an && expression,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifyBooleanExpressions.xml
SimplifyBooleanExpressions4.java,design,SimplifyBooleanExpressions,"simple use of booleanliteral, should not be flagged",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/SimplifyBooleanExpressions.xml
CollapsibleIfStatements0.java,design,CollapsibleIfStatements,failure case,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/CollapsibleIfStatements.xml
CollapsibleIfStatements1.java,design,CollapsibleIfStatements,"ok, intervening statements",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/CollapsibleIfStatements.xml
CollapsibleIfStatements2.java,design,CollapsibleIfStatements,"ok, different intervening statements",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/CollapsibleIfStatements.xml
ExcessiveClassLength0.java,design,ExcessiveClassLength,short,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ExcessiveClassLength.xml
ExcessiveClassLength3.java,design,ExcessiveClassLength,"consider enum types, refs #825",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ExcessiveClassLength.xml
ExcessiveClassLength4.java,design,ExcessiveClassLength,"consider annotation types, refs #825",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ExcessiveClassLength.xml
GodClass0.java,design,GodClass,simple god class,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/GodClass.xml
GodClass1.java,design,GodClass,#1085 nullpointerexception by at net.sourceforge.pmd.lang.java.rule.design.godclassrule.visit(godclassrule.java:313),0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/GodClass.xml
GodClass2.java,design,GodClass,"godclass crashes with java.lang.nullpointerexception, refs #827",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/GodClass.xml
ExcessivePublicCount0.java,design,ExcessivePublicCount,few public fields,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ExcessivePublicCount.xml
ExcessivePublicCount1.java,design,ExcessivePublicCount,too many public fields,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ExcessivePublicCount.xml
ExcessivePublicCount2.java,design,ExcessivePublicCount,static final,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ExcessivePublicCount.xml
ExcessivePublicCount5.java,design,ExcessivePublicCount,private fields,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ExcessivePublicCount.xml
ExcessivePublicCount6.java,design,ExcessivePublicCount,private methods,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/design/xml/ExcessivePublicCount.xml
CommentSize0.java,documentation,CommentSize,too many lines,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentSize.xml
CommentContent0.java,documentation,CommentContent,includes bad words,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentContent.xml
UncommentedEmptyConstructor0.java,documentation,UncommentedEmptyConstructor,simple failure,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor1.java,documentation,UncommentedEmptyConstructor,only 'this(...)' is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor2.java,documentation,UncommentedEmptyConstructor,"only 'this(...)' is not ok, if ignoring explicit constructor calls",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor3.java,documentation,UncommentedEmptyConstructor,only 'super(...)' is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor4.java,documentation,UncommentedEmptyConstructor,single-line comment is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor5.java,documentation,UncommentedEmptyConstructor,multiple-line comment is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor6.java,documentation,UncommentedEmptyConstructor,javadoc comment is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor7.java,documentation,UncommentedEmptyConstructor,ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor8.java,documentation,UncommentedEmptyConstructor,with 'this(...)' ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor9.java,documentation,UncommentedEmptyConstructor,with 'super(...)' ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor10.java,documentation,UncommentedEmptyConstructor,private is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor11.java,documentation,UncommentedEmptyConstructor,empty constructor with documenting javadoc still triggers,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor12.java,documentation,UncommentedEmptyConstructor,#357 uncommentedemptyconstructor consider annotations on constructor,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyConstructor13.java,documentation,UncommentedEmptyConstructor,#357 uncommentedemptyconstructor consider fully qualified annotations on constructor,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyConstructor.xml
UncommentedEmptyMethodBody0.java,documentation,UncommentedEmptyMethodBody,simple failure,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyMethodBody.xml
UncommentedEmptyMethodBody1.java,documentation,UncommentedEmptyMethodBody,single-line comment is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyMethodBody.xml
UncommentedEmptyMethodBody2.java,documentation,UncommentedEmptyMethodBody,multiple-line comment is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyMethodBody.xml
UncommentedEmptyMethodBody3.java,documentation,UncommentedEmptyMethodBody,javadoc comment is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyMethodBody.xml
UncommentedEmptyMethodBody4.java,documentation,UncommentedEmptyMethodBody,ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/UncommentedEmptyMethodBody.xml
CommentRequired4.java,documentation,CommentRequired,#1115 commentrequiredrule in pmd 5.1 is not working properly,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired5.java,documentation,CommentRequired,#1115 commentrequiredrule in pmd 5.1 is not working properly - without new lines,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired6.java,documentation,CommentRequired,#1289 commentrequired not ignored if javadoc {@inheritdoc} anon inner classes,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired7.java,documentation,CommentRequired,#1434 commentrequired raises violation on serialversionuid field,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired8.java,documentation,CommentRequired,comment required on serialversionuid of wrong type,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired9.java,documentation,CommentRequired,serialversionuid comment required,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired10.java,documentation,CommentRequired,#1684 whitelist serialpersistentfields,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired11.java,documentation,CommentRequired,#1684 comment required on serialpersistentfields of wrong type,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired12.java,documentation,CommentRequired,#1684 comment required on serialpersistentfields of wrong visibility,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired13.java,documentation,CommentRequired,#1684 comment required on serialpersistentfields not static,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired14.java,documentation,CommentRequired,#1684 comment required on serialpersistentfields not final,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired15.java,documentation,CommentRequired,#1684 serialpersistentfields comment required,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired16.java,documentation,CommentRequired,#1522 [java] commentrequired: false positive,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired17.java,documentation,CommentRequired,comment required ignores @override methods by default,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired18.java,documentation,CommentRequired,test @override methods reporting,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired19.java,documentation,CommentRequired,test @override methods reporting #2,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired20.java,documentation,CommentRequired,test @override methods unwanted,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired21.java,documentation,CommentRequired,test getter or setter comments are ignored by default,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired22.java,documentation,CommentRequired,test accessors are reported when required,3,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired23.java,documentation,CommentRequired,test accessors are reported when unwanted,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired24.java,documentation,CommentRequired,#1683 [java] commentrequired property names are inconsistent - use deprecated property,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
CommentRequired25.java,documentation,CommentRequired,#1683 [java] commentrequired property names are inconsistent - use new property,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/documentation/xml/CommentRequired.xml
UnnecessaryCaseChange0.java,errorprone,UnnecessaryCaseChange,failure case with touppercase().equals(),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UnnecessaryCaseChange.xml
UnnecessaryCaseChange1.java,errorprone,UnnecessaryCaseChange,failure case with tolowercase().equals(),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UnnecessaryCaseChange.xml
UnnecessaryCaseChange2.java,errorprone,UnnecessaryCaseChange,failure case with touppercase().equalsignorecase(),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UnnecessaryCaseChange.xml
